Date,Above,Below,Total,Percentage,Index_Close
2014-01-01,0,0,0,0.0,100.0
2014-01-02,0,0,0,0.0,101.28917644129423
2014-01-03,0,0,0,0.0,103.81454686599092
2014-01-06,0,0,0,0.0,103.26523076924974
2014-01-07,0,0,0,0.0,102.58048466137677
2014-01-08,0,0,0,0.0,103.90673370268424
2014-01-09,0,0,0,0.0,102.81268224288075
2014-01-10,0,0,0,0.0,103.52329759857959
2014-01-13,0,0,0,0.0,102.77069026534352
2014-01-14,0,0,0,0.0,102.8107948044026
2014-01-15,0,0,0,0.0,102.58629528515826
2014-01-16,0,0,0,0.0,101.99112810621685
2014-01-17,0,0,0,0.0,102.84315332190576
2014-01-20,0,0,0,0.0,103.67971177385604
2014-01-21,0,0,0,0.0,103.24326777885942
2014-01-22,0,0,0,0.0,102.94243661887967
2014-01-23,0,0,0,0.0,103.45690804665774
2014-01-24,0,0,0,0.0,102.67166195715092
2014-01-27,0,0,0,0.0,102.22901199163958
2014-01-28,0,0,0,0.0,100.83738362674414
2014-01-29,0,0,0,0.0,102.17947276708452
2014-01-30,0,0,0,0.0,100.19687792773544
2014-01-31,0,0,0,0.0,101.56766363429182
2014-02-03,0,0,0,0.0,99.88205350428684
2014-02-04,0,0,0,0.0,101.88567115432772
2014-02-05,0,0,0,0.0,101.9851930038874
2014-02-06,0,0,0,0.0,102.0937407129849
2014-02-07,0,0,0,0.0,102.41186141497194
2014-02-10,0,0,0,0.0,102.85060758609387
2014-02-11,0,0,0,0.0,101.85001341014019
2014-02-12,0,0,0,0.0,101.72327980743685
2014-02-13,0,0,0,0.0,101.00136267810397
2014-02-14,0,0,0,0.0,102.53081884612243
2014-02-17,0,0,0,0.0,104.8933449862674
2014-02-18,0,0,0,0.0,107.46038423674227
2014-02-19,0,0,0,0.0,108.45976784277451
2014-02-20,0,0,0,0.0,108.77297993640728
2014-02-21,0,0,0,0.0,110.75336013846875
2014-02-24,0,0,0,0.0,110.44807102579963
