Date,Close
2024-01-01,50.70572280883789
2024-01-02,49.923580169677734
2024-01-03,49.78510284423828
2024-01-04,49.517704010009766
2024-01-05,50.04295349121094
2024-01-08,49.244571685791016
2024-01-09,49.273223876953125
2024-01-10,49.228336334228516
2024-01-11,48.4414176940918
2024-01-12,48.590396881103516
2024-01-15,49.14811706542969
2024-01-16,49.06980895996094
2024-01-17,48.951385498046875
2024-01-18,48.66679763793945
2024-01-19,48.99913787841797
2024-01-20,47.15598678588867
2024-01-23,45.37300491333008
2024-01-24,46.6355094909668
2024-01-25,46.38052749633789
2024-01-29,46.68803787231445
2024-01-30,46.96021270751953
2024-01-31,47.397605895996094
2024-02-01,47.245758056640625
2024-02-02,46.844661712646484
2024-02-05,46.21244812011719
2024-02-06,46.343284606933594
2024-02-07,46.32609176635742
2024-02-08,46.165653228759766
2024-02-09,46.30126190185547
2024-02-12,45.56591033935547
2024-02-13,45.725399017333984
2024-02-14,45.609840393066406
2024-02-15,44.9012336730957
2024-02-16,45.367271423339844
2024-02-19,45.59456253051758
2024-02-20,45.91830825805664
2024-02-21,45.975608825683594
2024-02-22,45.612709045410156
2024-02-23,45.72731018066406
2024-02-26,45.921173095703125
2024-02-27,45.94123077392578
2024-02-28,46.25160217285156
2024-02-29,46.074928283691406
2024-03-01,46.0252685546875
2024-03-02,46.149417877197266
2024-03-04,46.260196685791016
2024-03-05,45.837135314941406
2024-03-06,45.85527801513672
2024-03-07,46.21340560913086
2024-03-11,45.64613342285156
2024-03-12,45.42266082763672
2024-03-13,44.17066192626953
2024-03-14,44.590858459472656
2024-03-15,44.459068298339844
2024-03-18,43.92904281616211
2024-03-19,43.298744201660156
2024-03-20,42.82124328613281
2024-03-21,42.82888412475586
2024-03-22,43.10010528564453
2024-03-26,42.78399658203125
2024-03-27,42.77826690673828
2024-03-28,43.24908447265625
2024-04-01,43.66068649291992
2024-04-02,43.675968170166016
2024-04-03,43.265316009521484
2024-04-04,43.26054382324219
2024-04-05,43.298744201660156
2024-04-08,43.33694076538086
2024-04-09,43.245262145996094
2024-04-10,43.18318557739258
2024-04-12,42.63692855834961
2024-04-15,41.90635299682617
2024-04-16,42.41727828979492
2024-04-18,42.30268096923828
2024-04-19,42.62356185913086
2024-04-22,42.81264877319336
2024-04-23,43.21852493286133
2024-04-24,43.170772552490234
2024-04-25,42.60923385620117
2024-04-26,42.45261001586914
2024-04-29,42.51850891113281
2024-04-30,42.601593017578125
2024-05-02,42.5223274230957
2024-05-03,42.34565353393555
2024-05-06,43.09341812133789
2024-05-07,45.446537017822266
2024-05-08,44.714054107666016
2024-05-09,44.4199104309082
2024-05-10,45.12470245361328
2024-05-13,45.088409423828125
2024-05-14,44.87736129760742
2024-05-15,44.375030517578125
2024-05-16,44.7541618347168
2024-05-17,44.31868362426758
2024-05-18,44.44856262207031
2024-05-21,44.134368896484375
2024-05-22,45.207786560058594
2024-05-23,45.5057487487793
2024-05-24,45.24885559082031
2024-05-27,45.543949127197266
2024-05-28,45.76264190673828
2024-05-29,45.33193588256836
2024-05-30,44.91173553466797
2024-05-31,44.48485565185547
2024-06-03,44.997684478759766
2024-06-04,47.67932891845703
2024-06-05,49.7125244140625
2024-06-06,48.69736099243164
2024-06-07,49.23597717285156
2024-06-10,48.99818420410156
2024-06-11,48.82628631591797
2024-06-12,48.29816818237305
2024-06-13,47.509334564208984
2024-06-14,47.363224029541016
2024-06-18,47.48737335205078
2024-06-19,46.9286994934082
2024-06-20,47.41001892089844
2024-06-21,46.62882995605469
2024-06-24,46.646018981933594
2024-06-25,46.45501708984375
2024-06-26,46.710960388183594
2024-06-27,47.027061462402344
2024-06-28,47.235252380371094
2024-07-01,47.847408294677734
2024-07-02,47.46636199951172
2024-07-03,47.94768524169922
2024-07-04,47.67264175415039
2024-07-05,48.64769744873047
2024-07-08,49.4145622253418
2024-07-09,49.47186279296875
2024-07-10,49.85959243774414
2024-07-11,49.829036712646484
2024-07-12,50.0849723815918
2024-07-15,50.0477294921875
2024-07-16,51.34939193725586
2024-07-18,52.303436279296875
2024-07-19,52.085697174072266
2024-07-22,52.24422836303711
2024-07-23,52.837284088134766
2024-07-24,51.895652770996094
2024-07-25,51.707515716552734
2024-07-26,51.78105545043945
2024-07-29,51.791561126708984
2024-07-30,51.40573501586914
2024-07-31,51.67790985107422
2024-08-01,51.86700439453125
2024-08-02,51.427703857421875
2024-08-05,51.873687744140625
2024-08-06,52.52595520019531
2024-08-07,52.411354064941406
2024-08-08,52.20411682128906
2024-08-09,52.47151565551758
2024-08-12,52.50016784667969
2024-08-13,52.36073684692383
2024-08-14,51.991153717041016
2024-08-16,52.491573333740234
2024-08-19,52.38270568847656
2024-08-20,52.5450553894043
2024-08-21,53.31191635131836
2024-08-22,53.34247970581055
2024-08-23,53.777957916259766
2024-08-26,53.88396072387695
2024-08-27,52.84778594970703
2024-08-28,52.7990837097168
2024-08-29,53.198272705078125
2024-08-30,53.05979919433594
2024-09-02,53.27085494995117
2024-09-03,53.37112808227539
2024-09-04,54.26787185668945
2024-09-05,54.214393615722656
2024-09-06,54.223941802978516
2024-09-09,55.80637741088867
2024-09-10,55.363258361816406
2024-09-11,55.469261169433594
2024-09-12,56.46723556518555
2024-09-13,56.01934051513672
2024-09-16,54.7616081237793
2024-09-17,54.883846282958984
2024-09-18,54.928733825683594
2024-09-19,55.61442184448242
2024-09-20,56.87215805053711
2024-09-23,57.84530258178711
2024-09-24,56.35550308227539
2024-09-25,56.32494354248047
2024-09-26,57.034507751464844
2024-09-27,56.655372619628906
2024-09-30,56.5035285949707
2024-10-01,55.843624114990234
2024-10-03,55.26298522949219
2024-10-04,54.4111213684082
2024-10-07,54.11793518066406
2024-10-08,53.83907699584961
2024-10-09,52.886940002441406
2024-10-10,52.61476516723633
2024-10-11,53.15911865234375
2024-10-14,53.27180862426758
2024-10-15,53.12569046020508
2024-10-16,53.12187194824219
2024-10-17,52.30821228027344
2024-10-18,51.896610260009766
2024-10-21,51.44680404663086
2024-10-22,51.22046661376953
2024-10-23,50.79262924194336
2024-10-24,47.847408294677734
2024-10-25,48.2857551574707
2024-10-28,49.19778060913086
2024-10-29,48.66011047363281
2024-10-30,48.79954147338867
2024-10-31,48.289573669433594
2024-11-01,48.46624755859375
2024-11-04,48.22367858886719
2024-11-05,48.15778350830078
2024-11-06,47.76336669921875
2024-11-07,47.282047271728516
2024-11-08,47.89706802368164
2024-11-11,47.57905578613281
2024-11-12,47.0146484375
2024-11-13,47.080543518066406
2024-11-14,45.63371658325195
2024-11-18,46.27738571166992
2024-11-19,46.03768539428711
2024-11-21,45.511478424072266
2024-11-22,46.70427322387695
2024-11-25,47.20469284057617
2024-11-26,47.352718353271484
2024-11-27,47.499786376953125
2024-11-28,47.028018951416016
2024-11-29,47.67646026611328
2024-12-02,47.35176086425781
2024-12-03,47.42243576049805
2024-12-04,47.07194900512695
2024-12-05,47.64685821533203
2024-12-06,47.44057846069336
2024-12-09,45.85432434082031
2024-12-10,45.78938674926758
2024-12-11,45.86578369140625
2024-12-12,44.788543701171875
2024-12-13,45.650909423828125
2024-12-16,45.19346237182617
2024-12-17,45.1380729675293
2024-12-18,45.06071853637695
2024-12-19,45.07313537597656
2024-12-20,44.57748794555664
2024-12-23,44.6729850769043
2024-12-24,44.609004974365234
2024-12-26,44.55552291870117
2024-12-27,44.717872619628906
2024-12-30,44.76084899902344
2024-12-31,44.44283676147461
2025-01-01,44.35211181640625
2025-01-02,45.266998291015625
2025-01-03,45.959373474121094
2025-01-06,45.38541793823242
2025-01-07,45.66427993774414
2025-01-08,45.85909652709961
2025-01-09,46.516136169433594
